Ontime Manpower Supply	careers@ontimeuae.ae	Agency	To Contact			Country/Region: UAE / Dubai; Category: Manpower / staffing agency; Source: IMG_8701.HEIC; Move to Dubai/UAE agency queue.	Needs Manual Check		https://ontimeuae.ae	High	Run agency website/LinkedIn check	2026-06-06
ParamInfo	rekha.y@paraminfo.com	Agency	To Contact			Country/Region: UAE / GCC; Category: IT staffing / services recruiter; Source: IMG_8701.HEIC; ParamInfo careers page lists Dubai, Abu Dhabi, Saudi, Bahrain, and India; route as UAE/GCC agency contact.	Needs Manual Check		https://paraminfo.com	High	Run agency website/LinkedIn check	2026-06-06
Latinum HR	jobs@latinumhr.com	Agency	To Contact			Country/Region: UAE / GCC; Category: HR / recruitment; Source: IMG_8701.HEIC; HR domain; verify exact country before outreach.	Needs Manual Check		https://latinumhr.com	Medium	Run agency website/LinkedIn check	2026-06-06
iKonsult Recruitment Solutions	hiring@ikonsult.in	Agency	To Contact			Country/Region: India / UAE remote; Category: Recruitment agency; Source: IMG_8701.HEIC; LinkedIn post mentions remote India/UAE roles.	Needs Manual Check		https://ikonsult.in	High	Run agency website/LinkedIn check	2026-06-06
Sole DXB	jobs@soledxb.com	Direct Employer	To Contact			Country/Region: UAE / Dubai; Category: Creative / culture platform; Source: IMG_9184.HEIC; Move to Dubai direct employers.	Needs Manual Check		https://soledxb.com	High	Run company careers/LinkedIn check	2026-06-06
HTP Global Technologies	hr@myhtptech.com	Direct Employer	To Contact			Country/Region: UAE / Dubai; Category: Technology company; Source: IMG_8701.HEIC; Crunchbase result places HTP Global Technologies in Dubai; verify official careers page before outreach.	Needs Manual Check		https://myhtptech.com	Medium	Run company careers/LinkedIn check	2026-06-06
Excellent Webworld	murad@excellentwebworld.com	Direct Employer	To Contact			Country/Region: UAE / Global; Category: Software / app development company; Source: IMG_8701.HEIC; Official site lists UAE office plus global locations.	Needs Manual Check		https://excellentwebworld.com	High	Run company careers/LinkedIn check	2026-06-06
2gether	https://2gether.global/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8705.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://2gether.global/careers	Low	Run company careers/LinkedIn check	2026-06-06
ADNOC Digital	https://adnoc.ae/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8705.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://adnoc.ae/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Almosafer	https://almosafer.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8704.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://almosafer.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Beehive	https://beehive.ae/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://beehive.ae/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Crafty	https://craftydelivers.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://craftydelivers.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Dubizzle	https://dubizzle.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://dubizzle.com/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Fetchr	https://fetchr.us/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://fetchr.us/careers	Low	Run company careers/LinkedIn check	2026-06-06
Flyin	https://flyin.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8704.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://flyin.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Foodics	https://foodics.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://foodics.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
G42	https://g42.ai/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8705.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://g42.ai/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Huspy	https://huspy.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://huspy.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
Kitopi	https://kitopi.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8702.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://kitopi.com/careers	Medium	Run company careers/LinkedIn check	2026-06-06
Lean Technologies	https://leantech.me/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://leantech.me/careers	Low	Run company careers/LinkedIn check	2026-06-06
Mamo Pay	https://mamopay.com/careers	Direct Employer	To Contact			Country/Region: UAE / GCC / MENA; Category: Company career-link lead; Source: IMG_8703.HEIC; Move from Unknown into UAE/GCC direct-employer research queue.	Needs Manual Check		https://mamopay.com/careers	Low	Run company careers/LinkedIn check	2026-06-06
